id,date,ticker,emo_label,senti_label,processed,Open,High,Low,Close,Adj Close,Volume
109017,2020-01-16,MSFT,anxiety,bullish,Microsoft  load up and hold give it 2 months 180$ is your target  [bullseye],164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,160.12770080566406,23865400.0
100232,2020-01-17,MSFT,confusion,bullish,Microsoft What’s everyone’s PT for open on Tuesday?  [money mouth face],167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,161.02391052246094,34371700.0
100274,2020-01-22,MSFT,optimism,bearish,"Microsoft why is it selling?!? We got an upgrade this morning, 10th day with an upgrade in a row!! 
 [face with tears of joy]   ",167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,159.67478942871094,24138800.0
109027,2020-01-22,MSFT,belief,bearish,Microsoft Was about to jump in earlier at 166.66 for a quick day trade but was occupied by a meeting at work.  (first time I’m thankful for a meeting being in the way of my day trading)  [thumbs up medium skin tone],167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,159.67478942871094,24138800.0
108036,2020-01-23,MSFT,optimism,bullish,Microsoft What's that gap up about.  [folded hands medium dark skin tone]   [airplane]   [rocket]   [full moon]   [dollar banknote],166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,160.65771484375,19680800.0
100369,2020-01-29,MSFT,anxiety,bullish,"Microsoft smashed it!!  [money mouth face]  
Just printing money at this point",167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.92971801757812,34754500.0
100374,2020-01-29,MSFT,surprise,bullish,Microsoft 62% growth in Azure and $36.91billion in revenues. $175-180 tomorrow.  [rocket],167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.92971801757812,34754500.0
100381,2020-01-29,MSFT,excitement,bullish,"Microsoft dang, should’ve bought more contracts!!!!  [partying face] ",167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.92971801757812,34754500.0
100382,2020-01-29,MSFT,depression,bullish,"Microsoft I know, just one call. But this is the deepest ITM I’ve ever been with 2+ weeks till expiration  [anguished face] ",167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.92971801757812,34754500.0
108042,2020-01-29,MSFT,anxiety,bullish,Microsoft I bought my calls today when IV was at 57%. I should be good tho [grinning face with sweat],167.83999633789062,168.75,165.69000244140625,168.0399932861328,161.92971801757812,34754500.0
109043,2020-01-30,MSFT,surprise,bullish,Microsoft Best day in at least 2 years for Microsoft [bottle with popping cork]  [balloon]  [confetti ball] !,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,166.4973602294922,51597500.0
108047,2020-01-30,MSFT,confusion,bullish,Microsoft so what price do we see tomorrow?  [thinking face],174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,166.4973602294922,51597500.0
100406,2020-01-30,MSFT,optimism,bullish,"Microsoft Today another Black Monday, tomorrow a Good Friday !  [grinning face] ",174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,166.4973602294922,51597500.0
100397,2020-01-30,MSFT,anxiety,bullish,Microsoft so volatile. Kind of like it as long as it goes the right direction  [OK hand]  [check mark button]  [index pointing up],174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,166.4973602294922,51597500.0
100396,2020-01-30,MSFT,belief,bullish,Microsoft locking profits in at open. Will definitely be back though. This is a beaut for anyone portfolio.  [money mouth face]  [crystal ball],174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,166.4973602294922,51597500.0
100384,2020-01-30,MSFT,belief,bullish,Microsoft $180 is our next stop. Don’t forget to board in the am.  [rocket],174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,166.4973602294922,51597500.0
109054,2020-01-31,MSFT,confusion,bullish,Microsoft this drops less than 2% about 2.5$ and literally ALL of the option calls are keeping their price ranges. What does that tell you.?  [smirking face]   [backhand index pointing up medium light skin tone],172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,164.0400848388672,36142700.0
100429,2020-01-31,MSFT,optimism,bullish,Microsoft MAGA controls around 5 Trillion together... Amazing America [flexed biceps],172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,164.0400848388672,36142700.0
100520,2020-02-04,MSFT,belief,bullish,Microsoft let's take this back over $$180 plusss  [rocket],177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,173.57044982910156,36433300.0
100575,2020-02-05,MSFT,excitement,bullish,Thank you Microsoft !!! Bought calls during the minor dip and just sold them for a quick profit [rocket]  [beaming face with smiling eyes]  Probably couldve made some more money but let not get greedy  [sleeping face],184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,173.3584747314453,39186300.0
100554,2020-02-05,MSFT,belief,bullish,Microsoft Let's GOOOOOO Microsoft! The most consistent company out there.  [folded hands medium dark skin tone]   [airplane]   [rocket]   [full moon]   [dollar banknote]  $185+,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,173.3584747314453,39186300.0
100551,2020-02-05,MSFT,belief,bullish,Microsoft look at Microsoft staring down $200 like...”You better call some backup cuz it’s about to be on!”  [nerd face]  [beaming face with smiling eyes]  [money mouth face],184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,173.3584747314453,39186300.0
100543,2020-02-05,MSFT,excitement,bullish,Microsoft Not sure how accurate these are but  [star struck]  I’m looking to buy a call tomorrow.,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,173.3584747314453,39186300.0
100574,2020-02-05,MSFT,optimism,bullish,Microsoft averaged down on my 2/21 $185C’s let’s GO!  [money mouth face]   [rocket],184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,173.3584747314453,39186300.0
100656,2020-02-07,MSFT,amusement,bullish,Microsoft this will go to 178 next week you know why because i want to  [partying face],182.8500061035156,185.6300048828125,182.47999572753903,183.88999938964844,177.20339965820312,33529100.0
100639,2020-02-07,MSFT,disgust,bullish,Microsoft is my secret lover that no one knows about but is always great every time I check on her.  [grimacing face],182.8500061035156,185.6300048828125,182.47999572753903,183.88999938964844,177.20339965820312,33529100.0
109084,2020-02-10,MSFT,disgust,bullish,Microsoft I finally doubled down two weeks ago when I realized having this stock no longer feels like watching paint dry! [face with tears of joy],183.5800018310547,188.83999633789065,183.25,188.6999969482422,181.83848571777344,35844300.0
100681,2020-02-11,MSFT,belief,bullish,Microsoft 200 cometh .. merger tmus and s will give more 5g business like silly... that's why nokia and eric are up!! [flexed biceps],190.6499938964844,190.6999969482422,183.5,184.44000244140625,177.73342895507812,53159900.0
100688,2020-02-11,MSFT,anxiety,bullish,Microsoft bought come calls on the dip  [money mouth face],190.6499938964844,190.6999969482422,183.5,184.44000244140625,177.73342895507812,53159900.0
100697,2020-02-11,MSFT,anger,bearish,"Microsoft  [man facepalming]  [face with monocle]  [woman surfing]  [toilet] 
... that last Emoji was for the water poo-into-energy machine omg peace out, until next time, FCC or whatever... We live to trade another day!",190.6499938964844,190.6999969482422,183.5,184.44000244140625,177.73342895507812,53159900.0
100680,2020-02-11,MSFT,anxiety,bullish,Microsoft anybody wanna sell so I can get in maybe... [crying face]   [face with tears of joy],190.6499938964844,190.6999969482422,183.5,184.44000244140625,177.73342895507812,53159900.0
100758,2020-02-13,MSFT,confusion,bullish,"Microsoft my $200 calls getting crushed, do a great down or get out? [thinking face] ",183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,177.02992248535156,35295800.0
100752,2020-02-13,MSFT,anxiety,bullish,Microsoft  MY PT is $187 not $87  [face with tears of joy] .,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,177.02992248535156,35295800.0
100755,2020-02-13,MSFT,excitement,bullish,Microsoft Here come all the panic selling weak stomachs [grinning face with sweat]  [rolling on the floor laughing]  [face with tears of joy],183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,177.02992248535156,35295800.0
100756,2020-02-13,MSFT,anxiety,bullish,Microsoft just loaded up at low $183. YOLO  [money mouth face],183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,177.02992248535156,35295800.0
100757,2020-02-13,MSFT,belief,bullish,Microsoft bears are trying to convince people to get out  [face with tears of joy] .,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,177.02992248535156,35295800.0
100781,2020-02-14,MSFT,ambiguous,bullish,Microsoft The Road to 200 (prior to 4/17 expy date  [grinning face with big eyes]  ) Tendie gang tally ho,183.25,185.41000366210935,182.6499938964844,185.3500061035156,178.61029052734375,23149500.0
108096,2020-02-18,MSFT,optimism,bullish,"Microsoft my calls are for 187.5, this is turning my hair grey with stress. I'll see you all at 3:59  [face with tears of joy] ",185.61000061035156,187.6999969482422,185.5,187.22999572753903,180.4219207763672,27792200.0
100793,2020-02-18,MSFT,excitement,bullish,Microsoft longterm calls 04/17 looking good right now  [rocket],185.61000061035156,187.6999969482422,185.5,187.22999572753903,180.4219207763672,27792200.0
109101,2020-02-19,MSFT,anxiety,bullish,Microsoft just relax.. its exdiv day. Itll be green soon dont know when  [grinning face with big eyes]  so just chill,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,180.96304321289065,29997500.0
100818,2020-02-19,MSFT,anxiety,bullish,Microsoft Man why it’s playing with our feelings  [grinning squinting face],188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,180.96304321289065,29997500.0
100830,2020-02-20,MSFT,anxiety,bullish,Microsoft down right before the dividend run  [folded hands],186.9499969482422,187.25,181.1000061035156,184.4199981689453,178.19952392578125,36862400.0
100861,2020-02-21,MSFT,anxiety,bearish,Microsoft just like a penny stock  [see no evil monkey],183.1699981689453,183.5,177.25,178.58999633789062,172.56614685058594,48572600.0
100872,2020-02-24,MSFT,belief,bearish,"Microsoft and I’m out
#bounced!  [raised fist medium skin tone] see you in the morning",167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,165.12588500976562,68311100.0
108106,2020-02-25,MSFT,confusion,bearish,Microsoft this gonna be red @ EOD  [man shrugging light skin tone],174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,162.40103149414062,68073300.0
109118,2020-02-26,MSFT,anxiety,bearish,Microsoft it’s going back down again today ..... remember nothing goes straight up or straighten down ..... Sell and stop u losses while u can  [warning],169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,164.43014526367188,56206100.0
100938,2020-02-26,MSFT,ambiguous,bearish,"Microsoft awww, what happened to the $200 call buyers ??  [rolling on the floor laughing]  your options have been flattened into a pancake ! Bwahahahaha",169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,164.43014526367188,56206100.0
100935,2020-02-26,MSFT,ambiguous,bearish,Microsoft just gonna leave this here  [clown face]  [face with tears of joy],169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,164.43014526367188,56206100.0
100934,2020-02-26,MSFT,anxiety,bearish,"Microsoft guess it doesn’t matter if I think this is just another flu, but the world thinks it’s the devil virus.  [man facepalming light skin tone]   guess I’m out till this settles....I’m gonna regret this by morning",169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,164.43014526367188,56206100.0
101002,2020-02-27,MSFT,ambiguous,bearish,Microsoft STICK WITH... Cramer! If you listens to him yesterday  [rolling on the floor laughing],163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.84458923339844,93174900.0
109130,2020-02-27,MSFT,optimism,bullish,Microsoft wake me up when it’s over...lonnnng and strong  [flexed biceps light skin tone],163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.84458923339844,93174900.0
100993,2020-02-27,MSFT,belief,bearish,"Microsoft virus + losing jedi, all win from here  [face with tears of joy] ",163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.84458923339844,93174900.0
100963,2020-02-27,MSFT,anger,bullish,Microsoft Getting a real good average over the last few sessions... at this rate a penny stock next month  [face with tears of joy],163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,152.84458923339844,93174900.0
101046,2020-02-28,MSFT,excitement,bearish,"Microsoft sht my april calls  [zipper mouth face]  gains back  lol 
im selling it now",152.41000366210938,163.7100067138672,152.0,162.00999450683594,156.54539489746094,97012700.0
108116,2020-02-28,MSFT,anxiety,bullish,Microsoft The Dow recovery will not be a V it will look more like a  [check mark button],152.41000366210938,163.7100067138672,152.0,162.00999450683594,156.54539489746094,97012700.0
109139,2020-02-29,MSFT,ambiguous,bullish,Microsoft this is awesome. Literally no one will be talking about the corona virus in a month and the market will be back and I’ll of made so much money from buying low  [money bag]   [yen banknote],,,,,,
108121,2020-03-02,MSFT,ambiguous,bullish,Microsoft Anyone year from Sherry Today?  [face with tears of joy],165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.96177673339844,71030800.0
101093,2020-03-02,MSFT,belief,bullish,Microsoft this could get to 200 by the end of this week  [check mark button],165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.96177673339844,71030800.0
101087,2020-03-02,MSFT,excitement,bullish,Microsoft love  [red heart]  is back in the air,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.96177673339844,71030800.0
101091,2020-03-02,MSFT,amusement,bullish,Microsoft you love to see it  [chart increasing],165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.96177673339844,71030800.0
101096,2020-03-02,MSFT,optimism,bullish,Microsoft Still two months to expiration  [smiling face with sunglasses]  (don't pay attention to overall capital RH is broken rn),165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.96177673339844,71030800.0
101095,2020-03-02,MSFT,belief,bullish,Microsoft Shout all to all the bulls who didn’t buy the overhyped crisis and held strong.  [money bag],165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,166.96177673339844,71030800.0
101164,2020-03-03,MSFT,confusion,bearish,Microsoft target was 162 from 3 weeks ago not this random BS  [face with tears of joy],173.8000030517578,175.0,162.25999450683594,164.50999450683594,158.9610595703125,71677000.0
101150,2020-03-03,MSFT,optimism,bullish,Microsoft $177 by end of day.... $185 by Friday.. [money bag],173.8000030517578,175.0,162.25999450683594,164.50999450683594,158.9610595703125,71677000.0
101198,2020-03-04,MSFT,anxiety,bullish,Microsoft The big boys are playing with this one today  [expressionless face],168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,164.79734802246094,49814400.0
101244,2020-03-05,MSFT,belief,bullish,Microsoft been holding up quite nicely despite market sell off. Looks like consolidation and hopefully a rip into close and continuation higher tomorrow [smiling face with sunglasses],166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.66172790527344,47817300.0
101223,2020-03-05,MSFT,belief,bullish,Microsoft  [four leaf clover]  Target $200.00 long term  [sun],166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.66172790527344,47817300.0
101232,2020-03-05,MSFT,ambiguous,bullish,Microsoft Cheers to green ladies and gents  [clinking beer mugs],166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.66172790527344,47817300.0
108144,2020-03-05,MSFT,confusion,bullish,Microsoft wondering if this continues or if it's the typical morning spike followed by a slow downtrend for the rest of the day  [thinking face],166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.66172790527344,47817300.0
101309,2020-03-09,MSFT,depression,bearish,Microsoft I want this to go up tomorrow I can get in where I left on Friday  [tired face],151.0,157.75,150.0,150.6199951171875,145.5395965576172,70419300.0
101314,2020-03-10,MSFT,anxiety,bearish,Microsoft lol this is headed down. Blood  [drop of blood]  ain’t gone yet,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,155.4921875,65354400.0
101361,2020-03-11,MSFT,belief,bullish,"Microsoft best stock for long winners, 1 - 2 months and over virus, buy cheap now, stay long summer coming  [sun with face] ",157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,148.44805908203125,56371600.0
101375,2020-03-11,MSFT,excitement,bullish,Microsoft loaded up on calls. Wow. So cheap. Thanks. Gonna [rocket],157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,148.44805908203125,56371600.0
101501,2020-03-13,MSFT,optimism,bullish,"Microsoft Not a political guy, but Trumps news conference just caused a large end of day rally. Not to mention he literally dropped the names of companies that will get some cut out of fed money. Today was a good day  [smiling face with sunglasses] ",147.5,161.91000366210938,140.72999572753906,158.8300018310547,153.47262573242188,92727400.0
101504,2020-03-13,MSFT,anxiety,bullish,Microsoft too fast too quick.....take my profit...and see you next week.. [money mouth face],147.5,161.91000366210938,140.72999572753906,158.8300018310547,153.47262573242188,92727400.0
101532,2020-03-16,MSFT,optimism,bearish,"Microsoft i could retire now after my gains today. But I love the game more than the money. So, THE SHOW GOES ON !  [flexed biceps] ",140.0,149.35000610351562,135.0,135.4199981689453,130.852294921875,87905900.0
101574,2020-03-17,MSFT,belief,bearish,"Microsoft what goes up, MUST COME DOWN  [smiling face with horns]  [hundred points] ",140.0,147.5,135.0,146.57000732421875,141.6261749267578,81059800.0
101566,2020-03-17,MSFT,anxiety,bearish,Microsoft Dead cat  [cat face]  back to 136,140.0,147.5,135.0,146.57000732421875,141.6261749267578,81059800.0
108195,2020-03-17,MSFT,belief,bullish,Microsoft Should definitely hit $150+ tomorrow  [folded hands medium dark skin tone]   [airplane]   [rocket]   [full moon]   [dollar banknote],140.0,147.5,135.0,146.57000732421875,141.6261749267578,81059800.0
101644,2020-03-18,MSFT,amusement,bullish,Microsoft thank god this is my largest holding by far  [red heart],138.0,146.0,135.02000427246094,140.39999389648438,135.66432189941406,81593200.0
101699,2020-03-19,MSFT,anger,bearish,Microsoft Oh fake out with a pumper mcpumperson [drop of blood],142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.89642333984375,85922700.0
101710,2020-03-19,MSFT,confusion,bearish,Microsoft why buy here when you can get cheaper shares next week  [man shrugging medium skin tone],142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.89642333984375,85922700.0
101742,2020-03-19,MSFT,excitement,bullish,Microsoft The new XBOX looking fire  [fire],142.77000427246094,150.14999389648438,139.0,142.7100067138672,137.89642333984375,85922700.0
108214,2020-03-20,MSFT,excitement,bullish,Microsoft Just bought 145 calls on a Friday. I must not like sleeping on the weekend  [man facepalming]  [rolling on the floor laughing]  [sign of the horns light skin tone],146.0,147.10000610351562,135.86000061035156,137.35000610351562,132.71717834472656,84866200.0
109217,2020-03-24,MSFT,panic,bearish,"Microsoft I wouldn’t recommend being long here, it will hurt much more than a pie in the face ... [ogre] ",143.75,149.60000610351562,141.27000427246094,148.33999633789062,143.33653259277344,82516700.0
108240,2020-03-25,MSFT,belief,bullish,Microsoft this temp it will go up soon  [thumbs up medium light skin tone],148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,141.9644012451172,75638200.0
102018,2020-03-26,MSFT,optimism,bearish,Microsoft  i like it  [smiling face with smiling eyes]  [money bag]    short term,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,150.84442138671875,64568100.0
102042,2020-03-27,MSFT,ambiguous,bullish,Microsoft my 3 puts gonna make me money  [face with tears of joy],151.75,154.88999938964844,149.1999969482422,149.6999969482422,144.65061950683594,57042300.0
102087,2020-03-28,MSFT,anxiety,bearish,Microsoft no matter what trump do if we don’t get vaccines  [syringe]  soon enough we in  trouble,,,,,,
